National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Hungary	100-Holding Account	Videoton Holding ZRt. 	206	07-10-001107	closed	Account holder	Videoton Holding ZRt.	Berényi utca	72-100	8000	Székesfehérvár	Hungary	206	Videoton Holding Rt	HU-UHG5157-1-04	2005-01-01					Alsóerdõk	-	8200	Veszprém	HU	47.047164913	17.912861625	1-Combustion installations with a rated thermal input exceeding 20 MW	András Kéner	Berényi út	72-100	8000	Székesfehérvár	HU	5576	3087	5576	0	5576							Not Reported																					
Hungary	100-Holding Account	Videoton Holding ZRt. 	207	07-10-001107	closed	Account holder	Videoton Holding ZRt.	Berényi utca	72-100	8000	Székesfehérvár	Hungary	207	Videoton Holding Rt	HU-UHG5467-1-04	2005-01-01	2013-07-31				Berényi út	72-100	8000	Székesfehérvár	HU	47.206873181	18.437958503	20-Combustion of fuels	András Kéner	Berényi út	72-100	8000	Székesfehérvár	HU	16760	13068	16760	11865	16760	10124	12967	8764	12967	6764	12967	5688	12967	4691	12967	3191		Not Reported		Not Reported													
Hungary	100-Holding Account	Villeroy &amp; Boch Magyarország Kft. 	208	06-09-012295	open	Account holder	Villeroy &amp; Boch Magyarország Kft.	Erzsébeti út	7	6800	Hódmezõvásárhely	Hungary	208	Villeroy &amp; Boch Magyarország Rt.	HU-UHG5151-8B-04	2005-01-01				3.(g)	Erzsébeti út	7	6800	Hódmezõvásárhely	HU	46.412299699	20.366384329	32-Manufacture of ceramics	Magdolna Kerekesné Szikora	Erzsébeti út	7	6800	Hódmezõvásárhely	HU	24358	26266	24358	26761	24358	24793	29564	23837	29564	20497	29564	22292	29564	22710	29564	19295	24376	18438	23953	16902	23524	17013	23091		22653		22212		21765		21316		
Hungary	100-Holding Account	Wescast Hungary Autóipari Rt. 	209	11-10-001581	closed	Account holder	Wescast Hungary Autóipari Rt.	Szent Borbála út	16	2840	Oroszlány	Hungary	209	Wescast Hungary Autóipari Rt.	HU-UHG5222-5-04	2005-01-01				2.(d)	Szent Borbála út	16	2840	Oroszlány	HU	47.473343234	18.301621824	5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting	Csaba Máth	Szent Borbála út	16	2840	Oroszlány	HU	402	170	402	311	402	278						Not Reported																					
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	210	01-10-041706	open	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	210	Wienerberger ,Solymár I. Téglagyár	HU-UHG5126-8A-04	2005-01-01				3.(g)	Solymárvölgy Hrsz	21385/16	1037	Budapest	HU	47.585553466	18.988763907	32-Manufacture of ceramics	László Serfozo	Solymárvölgy Hrsz	21385/16	1037	Budapest	HU	46938	36041	46938	33029	46938	34610	45804	24946	45804	13100	45804	17595	45804	16432	45804	8300	15192	11263	14929	11667	14661	14697	20246		19863		19475		19083		18689		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	211	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	211	Wienerberger ,Solymár II. Téglagyár	HU-UHG5127-8A-04	2005-01-01				3.(g)	Rókus út	1	2083	Solymár	HU	47.5939483	18.952826597	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Balázs Mészáros	Rókus út	1	2083	Solymár	HU	20564	11560	20564		20564							Not Reported																					
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	212	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	212	Wienerberger ,Orbottyáni Téglagyára	HU-UHG5128-8A-04	2005-01-01	2012-12-31			3.(g)	Hrsz	023/177	2162	Õrbottyán	HU	47.691948699	19.255605555	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Hrsz	021/57	2162	Õrbottyán	HU	67345	38425	67345	38148	67345	27849	41549	28262	41549	7624	41549	19971	41549	15560	41549	234																	
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	213	01-10-041706	open	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	213	Wienerberger ,Koszeg Téglagyára	HU-UHG5130-8A-04	2005-01-01				3.(g)	Csepregi út	2	9730	Kõszeg	HU	47.38362846	16.556892759	32-Manufacture of ceramics	László Serfozo	Csepregi út	2	9730	Kõszeg	HU	5828	4124	5828	4344	5828	4806	4781	4610	4781	2295	4781	2225	4781	2212	4781	2133	2366	2166	2325	2390	4175	3087	2241		2199		2156		2113		2069		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	214	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	214	Wienerberger ,Bátaszéki Téglagyár	HU-UHG5132-8A-04	2005-01-01	2012-12-31			3.(g)	Kövesdpuszta Hrsz	0127/3	7140	Bátaszék	HU	46.192346689	18.691835158	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Kövesdpuszta Hrsz	0127/3	7140	Bátaszék	HU	50159	39268	50159	31561	50159	36287	55130	29210	55130	19675	55130	11	55130	365	55130	228																	
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	215	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	215	Wienerberger ,Abonyi Téglagyár	HU-UHG5134-8A-04	2005-01-01	2010-03-09			3.(g)	Kécskei út	35	2740	Abony	HU	47.176768756	20.0032438	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Kécskei út	35	2740	Abony	HU	23881	24859	23881	27164	23881	22507	29648	16606	29648	0	0	Not Reported	0		0																		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	216	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	216	Wienerberger ,Balatonszentgyörgyi Téglagyár	HU-UHG5135-8A-04	2005-01-01	2010-03-09			3.(g)	Hrsz	047	8710	Balatonszentgyörgy	HU	46.67610777	17.303467261	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Hrsz	047	8710	Balatonszentgyörgy	HU	39821	17494	39821	29624	39821	33537	39345	23841	39345	0	0	Not Reported	0		0																		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	217	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	217	Wienerberger ,Kisbéri Téglagyár	HU-UHG5136-8A-04	2005-01-01	2012-02-27			3.(g)	Külterület Hrsz	0239/2	2870	Kisbér	HU	47.510511351	18.02389525	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Külterület Hrsz	0239/2	2870	Kisbér	HU	51597	43075	51597	49072	51597	42832	49971	29557	49971	142	49971	12	49971	0	0																		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	218	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	218	Wienerberger ,Sopron Téglagyár	HU-UHG5129-8A-04	2005-01-01	2012-02-27			3.(g)	Ravazd utca	63	9400	Sopron	HU	47.685053337	16.61071973	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Ravazd utca	63	9400	Sopron	HU	32324	16740	32324	25637	32324	26384	23205	22319	23205	8	23205	11	23205	0	0																		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	219	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	219	Wienerberger ,Mezotúri Téglagyár	HU-UHG5131-8A-04	2005-01-01	2012-02-27			3.(g)	Szolnoki út Hrsz	01730	5401	Mezõtúr	HU	47.015232396	20.588376921	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Szolnoki út Hrsz	1722	5401	Mezõtúr	HU	19437	14335	19437	11015	19437	18676	16217	14233	16217	16	16217	13	16217	0	0																		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	220	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	220	Wienerberger ,Békéscsabai Téglagyár	HU-UHG5133-8A-04	2005-01-01	2012-12-31			3.(g)	Kétegyházi út Hrsz	2632	5600	Békéscsaba	HU	46.65409309	21.101258362	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Kétegyházi út	35	5600	Békéscsaba	HU	30502	25561	30502	25717	30502	24506	30997	24965	30997	5752	30997	7	30997	180	30997	151																	
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	221	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	221	Wienerberger ,Pannonhalmi Téglagyár	HU-UHG5137-8A-04	2005-01-01	2010-03-09				Arany János utca	30	9090	Pannonhalma	HU	47.015232396	20.588376921	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	László Serfozo	Arany János utca	30	9090	Pannonhalma	HU	12654	13925	12654	13889	12654	11565	14250	5093	14250	0	0	Not Reported	0		0																		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	222	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	222	Wienerberger ,Teskándi Téglagyár	HU-UHG5138-8A-04	2005-01-01					Petõfi út	127	8991	Teskánd	HU	46.844245124	16.768466724	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Balázs Mészáros	Petõfi út	127	8991	Teskánd	HU	13478	8	13478		13478							Not Reported																					
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	223	01-10-041706	closed	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	223	Wienerberger, Mohácsi Téglagyár	HU-UHG5473-8A-04	2005-01-01				3.(g)	Budapesti út	50	7700	Mohács	HU	46.019845835	18.678568512	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Balázs Mészáros	Budapesti út	50	7700	Mohács	HU	14667	3774	14667		14667							Not Reported																					
Hungary	100-Holding Account	Austria Juice Hungary Kft. 	224	15-09-061873	open	Account holder	Austria Juice Hungary Kft.	Nyíregyházi út	3	4800	Vásárosnamény	Hungary	224	Vásárosnaményi almaléüzem	HU-UHG5268-1-04	2005-01-01					Nyíregyházi út	3	4800	Vásárosnamény	HU	48.114441534	22.308079796	20-Combustion of fuels	Csaba Spekker	Nyíregyházi út	3	4800	Vásárosnamény	HU	8741	5928	8741	6341	8741	4000	5882	6533	5882	6634	5882	6074	5882	4661	5882	6821	4876	5843	4363	7209	3865	4972	3382		2913		2459		2021		1599		
Hungary	100-Holding Account	Austria Juice Hungary Kft. 	225	15-09-061873	open	Account holder	Austria Juice Hungary Kft.	Nyíregyházi út	3	4800	Vásárosnamény	Hungary	225	Anarcsi Almaléüzem	HU-UHG5269-1-04	2005-01-01					Széchenyi út	72	4546	Anarcs	HU	48.192770818	22.099790549	20-Combustion of fuels	Csaba Spekker	Széchenyi út	72	4546	Anarcs	HU	4693	2773	4693	3562	4693	271	2752	4274	2752	4072	2752	3648	2752	561	2752	4915	2970	4303	2657	5268	2354	3185	2059		1774		1498		1231		974		
Hungary	100-Holding Account	ZALAKERÁMIA ZRt. 	226	20-10-040232	closed	Account holder	ZALAKERÁMIA ZRt.	Rákóczi út	44	8946	Tófej	Hungary	226	ZALAKERÁMIA Rt. Cserépkályhagyártó Gyáregysége	HU-UHG5344-8B-04	2005-01-01					Hock János út	70	8900	Zalaegerszeg	HU	46.850532976	16.816027145	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Barbara Czigány	Hock János út	70	8900	Zalaegerszeg	HU	1309	772	1309	332	1309							Not Reported																					
Hungary	100-Holding Account	ZALAKERÁMIA ZRt. 	227	20-10-040232	open	Account holder	ZALAKERÁMIA ZRt.	Rákóczi út	44	8946	Tófej	Hungary	227	ZALAKERÁMIA Rt. Romhányi Gyáregysége	HU-UHG5348-8B-04	2005-01-01				3.(g)	Zrínyi út	17	2654	Romhány	HU	47.921611751	19.258599329	32-Manufacture of ceramics	András Császár	Vasút utca	1.	2654	Romhány	HU	11955	10111	11955	10395	11955	9767	13083	9494	13083	8107	13083	8688	13083	9111	13083	8658	7987	8507	7849	8619	7708	9176	7567		7423		7279		7132		6984		
Hungary	100-Holding Account	ZALAKERÁMIA ZRt. 	228	20-10-040232	open	Account holder	ZALAKERÁMIA ZRt.	Rákóczi út	44	8946	Tófej	Hungary	228	ZALAKERÁMIA Rt. Tófeji Gyáregysége	HU-UHG5350-8B-04	2005-01-01				3.(g)	Rákóczi út	44	8946	Tófej	HU	46.6734546	16.801371585	32-Manufacture of ceramics	András Császár	Rákóczi út	44	8946	Tófej	HU	23643	21934	23643	21937	23643	25305	25349	25789	25349	17611	25349	16444	25349	17976	25349	19260	21061	19581	20695	19280	20326	20445	19952		19573		19191		18805		18418		
Hungary	100-Holding Account	Zoltek ZRt. 	229	11-10-001447	open	Account holder	Zoltek ZRt.	Varga József tér	1	2537	Nyergesújfalu	Hungary	229	Zoltek Rt. Eromu	HU-UHG5305-1-04	2005-01-01				1.(c)	Varga József tér	1	2537	Nyergesújfalu	HU	47.760284269	18.573956416	20-Combustion of fuels	Lajos Király	Varga József tér	1	2537	Nyergesújfalu	HU	77094	49457	77094	59483	77094	68375	62246	63163	52600	43271	52600	40549	53117	53056	52600	45627	49489	25813	24315	40724	47760	45314	46881		45993		45096		44188		43277		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	232	01-10-041706	open	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	232	Wienerberger, Tiszavasvári Téglagyár	HU-UHG0211-8A-05	2005-01-01				3.(g)	Nánási út Hrsz	0194/10	1119	Budapest	HU	47.930818625	21.387425208	32-Manufacture of ceramics	László Serfozo	Nánási út Hrsz	0194/10	4440	Tiszavasvári	HU		6128		15021		21833	17711	23131	17711	7608	17711	10207	17711	11444	17711	8954	13810	10305	16833	9670	11470	11183	11259		11046		10831		10613		10394		
Hungary	100-Holding Account	CREATON South-East Europe Kft. 	233	20-09-066613	open	Account holder	CREATON South-East Europe Kft.	Cserépgyár utca	1	8960	Lenti	Hungary	233	Creaton South-East Europe Kft.	HU-UHG4108-8A-05	2005-01-01			ETEX Rt.	3.(g)	Cserépgyár utca	1	8960	Lenti	HU	46.606613061	16.598442477	32-Manufacture of ceramics	László Benke	Cserépgyár utca	1	8960	Lenti	HU		3877		5636		5480	23759	14961	6259	20577	38284	22617	23007	22380	23444	22827	19454	21513	19117	21842	18774	22504	18429		18080		17727		17370		17013		
Hungary	100-Holding Account	Zugló-Therm Kft. 	234	01-09-717404	open	Account holder	Zugló-Therm Kft.	II. János Pál pápa tér	20	1081	Budapest	Hungary	234	Füredi úti Gázmotoros Blokkfutoeromu	HU-UHG1151-1-05	2005-01-01					Füredi utca	53-63	1144	Budapest	HU	47.512738961	19.150232938	20-Combustion of fuels	Attila Lõrincz	Babér u.	1-5.	1131	Budapest	HU		29806		53806		52459	49556	53260	49556	52426	49556	52143	49556	48767	49556	46974	16397	30274	14673	39447	12999	46320	11378		9807		8288		6817		5400		
Hungary	100-Holding Account	Swietelsky Magyarország Kft. 	235	01-09-897738	open	Account holder	Swietelsky Magyarország Kft.	Irinyi József utca	4-20 B ép. 5. em.	1117	Budapest	Hungary	235	Dunakeszi Aszfaltkevero üzem	HU-UHG2350-1-05	2005-01-01					Székes dûlõ	135	2120	Dunakeszi	HU	47.610151788	19.110970671	1-Combustion installations with a rated thermal input exceeding 20 MW	Szilárd Csorba	Székes dûlõ	135	2120	Dunakeszi	HU		3253		3969		2838	3938	1796	3938	2391	3938	1744	3938	821	3938	959	931	1770	833	0	738	Not Reported	645		556		470		386		305		
Hungary	100-Holding Account	CHP-ERÕMÛ Kft. 	236	01-09-861479	open	Account holder	CHP-ERÕMÛ Kft.	Késmárk utca	2-4	1158	Budapest	Hungary	236	Újpalotai Gázmotoros Eromu	HU-UHG0247-1-05	2005-01-01					Késmárk utca	2-4	1158	Budapest	HU	47.536800159	19.139042267	20-Combustion of fuels	Attila Bozsó	Késmárk utca	2-4	1158	Budapest	HU		30235		59386		61578	54696	62800	54696	61205	54696	62187	54696	58707	54696	58172	19193	56631	17176	38283	15215	46122	13318		11480		9702		7980		6320		
Hungary	100-Holding Account	Paksi Téglagyár Kft. f.a 	237	19-09-508981	closed	Account holder	Paksi Téglagyár Kft. f.a	Dózsa György utca	58	8252	Balatonszepezd	Hungary	237	PAKSI TÉGLAGYÁR	HU-UHG3549-8A-05	2005-01-01	2010-03-09			3.(g)	Dunaföldvári utca	8	7030	Paks	HU	46.639710197	18.877721882	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Zoltán Tibor Kiss	Dunaföldvári utca	8	7030	Paks	HU		1356		1354		Not Reported	0	0	0	0	0		0		0																		
Hungary	100-Holding Account	TECHCON Környezetvédelmi és Energetikai Szolgáltató Kft. 	238	09-09-005053	closed	Account holder	TECHCON Környezetvédelmi és Energetikai Szolgáltató Kft.	Hajdú út	40	4090	Polgár	Hungary	238	Regionális Gumihasznosító Eromu	HU-UHG4846-1-06	2005-01-01	2012-05-10		TECHCON Környezetvédelmi és Energetikai Szolgáltató Kft.		Hajdú út	40	4029	Debrecen	HU	47.843184282	21.138788838	1-Combustion installations with a rated thermal input exceeding 20 MW	József Illés	Hajdú út	40	4090	Polgár	HU				Not Reported		Not Reported	0	0	0	0	0	Not Reported	0	Not Reported	0																		
Hungary	100-Holding Account	LAFARGE Cement Magyarország Kft. 	239	02-09-077877	closed	Account holder	LAFARGE Cement Magyarország Kft.	Hrsz	041/29	7953	Királyegyháza	Hungary	239	Királyegyházi  Cementgyár	HU-UHG2740-6A-06	2005-01-01	2010-07-20			3.(c).I	Hrsz	046/2, 041/8	7953	Királyegyháza	HU	46.016035269	17.984184925	1-Combustion installations with a rated thermal input exceeding 20 MW	István Merkl	Hrsz	046/2, 041/8	7953	Királyegyháza	HU						Not Reported	0	0	0	0	0		0		0																		
Hungary	100-Holding Account	ALMEX '96 Kft. 	240	04-09-005578	closed	Account holder	ALMEX '96 Kft.	Békési út	52-54	5600	Békéscsaba	Hungary	240	ALMEX96KFT	HU-UHG4674-1-06	2005-01-01	2013-09-12				Békési út	52-54	5600	Békéscsaba	HU	46.692912984	21.096894257	1-Combustion installations with a rated thermal input exceeding 20 MW	Attila Greksza	Békési út	52-54	5600	Békéscsaba	HU				3891		3404	3151	3123	0	3697	5552	1846	0	0	0	0		Not Reported															
Hungary	100-Holding Account	DCC Energia Kft. 	241	01-09-736500	closed	Account holder	DCC Energia Kft.	Váci út	141	1138	Budapest	Hungary	241	DCCE gázmotoros kiseromu	HU-UHG0305-1-06	2005-01-01	2013-07-11				Némedi út	104	2330	Dunaharaszti	HU	47.348818573	19.121594631	1-Combustion installations with a rated thermal input exceeding 20 MW	Csaba Sipka	Némedi út	104	2330	Dunaharaszti	HU				24757		26170	25448	29743	0	27747	48846	28370	13644	18512	0	11582	8647	2237	0		0		0		0		0		0		0		
Hungary	100-Holding Account	NYKCE Nyíregyházi Kombinált Ciklusú Erõmû Kft. 	242	15-09-069468	closed	Account holder	NYKCE Nyíregyházi Kombinált Ciklusú Erõmû Kft.	Bethlen Gábor utca	92	4400	Nyíregyháza	Hungary	242	NYKCE Nyíregyházi Kombinált Ciklusú Eromu Kft.	HU-UHG6547-1-05	2005-01-01	2013-11-25			1.(c)	Bethlen Gábor utca	92	4400	Nyíregyháza	HU	47.957211	21.698237	1-Combustion installations with a rated thermal input exceeding 20 MW	Kálmán Kerek	Bethlen Gábor utca	92	4400	Nyíregyháza	HU						85807	117732	132112	0	76155	155229	101766	54221	63239	56281	63285	25441	16324	0		0		0		0		0		0		0		
Hungary	100-Holding Account	MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság 	245	13-09-115216	open	Account holder	MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság	Olajmunkás utca	2	2440	Százhalombatta	Hungary	245	Hotermelo Központ	HU-UHG4451-1-07	2007-11-27				1.(c)	Olajmunkás utca	2	2440	Százhalombatta	HU	47.281444236	18.900170341	1-Combustion installations with a rated thermal input exceeding 20 MW	Ilona Vargha	Olajmunkás utca	2	2440	Százhalombatta	HU						10485	166971	205116	0	82890	153597	109751	104168	134306	70113	90162	0	129404	0	100920	0	105734	0		0		0		0		0		
Hungary	100-Holding Account	Dunafin Kft 	246	07-09-011402	open	Account holder	Dunafin Kft	Papírgyári út	42-46	2400	Dunaújváros	Hungary	246	Dunafin Kft.	HU-UHG4875-10-07	2008-01-02					Papírgyári út	42-46	2400	Dunaújváros	HU	46.924300002	18.938869215	36-Production of paper or cardboard	Gyula Gábor Asztalos	Papírgyári út	42-46	2400	Dunaújváros	HU							7664	7667	0	6405	13397	6922	7358	7322	6808	6808	42312	6916	41577	7112	40834	7530	40083		39323		38556		37780		37001		
Hungary	100-Holding Account	MVM MIFŰ Miskolci Fûtõerõmû Kft. 	247	05-09-009782	open	Account holder	MVM MIFŰ Miskolci Fûtõerõmû Kft.	Tatár utca	29/b	3531	Miskolc	Hungary	247	Miskolc Hold utcai Kombinált Ciklusú Eromu	HU-UHG0421-1-07	2007-03-02		MIFU Miskolci Futoeromu Kft.	MVM Zrt.	6.(b)	Tatár utca	29/b	3531	Miskolc	HU	47.756805174	18.467629243	20-Combustion of fuels	János Smaus Novák	Tatár utca	29/b	3531	Miskolc	HU						21968	58315	56882	0	59818	132034	67303	0	59994	50937	49872	24458	22855	10944	236	0	61	0		0		0		0		0		
Hungary	100-Holding Account	Columbian Tiszai Koromgyártó Kft. 	248	05-09-002252	open	Account holder	Columbian Tiszai Koromgyártó Kft.	TVK Ipartelep Hrsz	2052	3581	Tiszaújváros	Hungary	248	Columbian Tiszai Koromgyártó Kft.	HU-UHG4949-1-07	2008-01-18				4.(b)	TVK Ipartelep Hrsz	2052	3581	Tiszaújváros	HU	47.916729679	21.022152564	37-Production of carbon black	Miklós Leskovics	TVK Ipartelep Hrsz	2052	3581	Tiszaújváros	HU							159202	135071	155279	114343	228189	193907	207461	208666	214591	171313	187370	177770	184115	169779	180823	187479	177495		174133		170737		167299		163849		
Hungary	100-Holding Account	INOTAL Alumíniumfeldolgozó Zrt. 	249	07-10-001361	open	Account holder	INOTAL Alumíniumfeldolgozó Zrt.	Nagyszombati út	43	8000	Székesfehérvár	Hungary	249	INOTAL Zrt. - Inotai telephely	HU-UHG3882-1-07	2007-09-27				2.(e).II	Fehérvári út	26	8104	Várpalota	HU	47.20225493	18.213261984	32-Manufacture of ceramics	Zoltán Huszics	Fehérvári út	26	8104	Várpalota	HU						7514	10774	10707	0	9140	20675	11503	11525	11387	11550	11504	9017	12260	88612538*****	13584	87022653*****	14463	85422606*****		83802558*****		82172510*****		80512462*****		78852414*****		
Hungary	100-Holding Account	SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt. 	250	07-10-001064	open	Account holder	SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt.	Honvéd u.1.	1/b	8000	Székesfehérvár	Hungary	250	SZÉPHŐ Zrt. Bakony utcai Gázmotoros Fűtőerőmű	HU-UHG1539-1-07	2007-05-14			Székesfehérvári Futoeromu Kft.		Bakony utca	6.	8000	Székesfehérvár	HU	47.182457873	18.398483044	20-Combustion of fuels	László Koós	Királysor	1/b.	8000	Székesfehérvár	HU						27159	47999	52609	0	50700	92720	52918	0	39808	22380	23250	16613	26974	14867	13073	6585	17814	5764		4969		4199		3454		2736		
Hungary	100-Holding Account	ENERGOTT Kft. 	251	07-09-009689	open	Account holder	ENERGOTT Kft.	Építõk útja	7	2400	Dunaújváros	Hungary	251	Verebély úti Gázmotoros Futoeromu	HU-UHG1535-1-07	2007-07-27			Energott Kft.		Építõk útja	7	2400	Dunaújváros	HU	46.967134116	18.910357665	20-Combustion of fuels	Ildikó Siklodi Pop	Építõk útja	7	2400	Dunaújváros	HU						2202	42968	45377	0	42408	74934	38633	33754	35650	19441	20138	15548	28618	13914	23206	12327	25882	10789		9299		7859		6464		5121		
Hungary	100-Holding Account	Energo-Hõterm Beruházó, Mûködtetõ Kft. 	252	07-09-011475	open	Account holder	Energo-Hõterm Beruházó, Mûködtetõ Kft.	Építok útja	7	2400	Dunaújváros	Hungary	252	Gázmotoros Futoeromu	HU-UHG1553-1-07	2007-07-23			Energott Kft.		Építõk útja	5	2400	Dunaújváros	HU	46.9576523	18.944056475	20-Combustion of fuels	Ildikó Siklódi Pop	Építõk útja	7	2400	Dunaújváros	HU						3247	42494	44317	0	46692	83319	41179	38425	39554	23399	22733	16794	33123	15029	24781	13315	30990	11654		10046		8489		6983		5531		
Hungary	100-Holding Account	Hankook Tire Magyarország Kft. 	253	07-09-012055	open	Account holder	Hankook Tire Magyarország Kft.	Hankook tér	1	2459	Rácalmás	Hungary	253	Hankook Tire Magyarország Kft. Gumiabroncs gyár	HU-UHG3385-1-07	2007-06-22				1.(c)	Hankook tér	1	2459	Rácalmás	HU	47.001491475	18.928559754	20-Combustion of fuels	Anikó Bor	Hankook tér	1	2459	Rácalmás	HU						5789	12611	12590	0	13176	27001	15341	25726	24714	29138	29202	1347315989*****	29469	1323915711*****	32118	1300315433*****	39908	1276315154*****		1252214876*****		1227714598*****		1203014320*****		1178214042*****		
